NLC,Origin TLC,Station Name,Location for map,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits","%-change, 2010-11 to 2011-12",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
2769,NMN,New Mills Newtown,"SK22 3JP, UK",East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,NEW MILLS BR,,,"14,639","26,775","58,089","99,503","14,639","26,775","58,089","99,503","199,006","190,478",4,0,0,0,,
5881,NWM,New Milton,"BH25 6JS, UK",South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"83,968","145,237","83,243","312,448","83,968","145,237","83,243","312,448","624,896","610,394",2,0,0,0,,
8506,NPD,New Pudsey,"LS28 6QG, UK",Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"118,179","102,605","177,533","398,317","118,179","102,605","177,533","398,317","796,634","772,094",3,0,0,0,,
6019,NSG,New Southgate,"N11 1QH, UK",London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"75,735","60,119","163,054","298,908","75,735","60,119","163,054","298,908","597,816","553,174",8,0,0,0,,
6498,NCT,Newark Castle,"NG24 1FW, UK",East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,NEWARK BR,,,"79,541","64,067","23,501","167,109","79,541","64,067","23,501","167,109","334,218","348,938",-4,"46,354",0,0,,
6499,NNG,Newark North Gate,"NG24 1LS, UK",East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Coast,NEWARK BR,,,"110,854","328,861","104,015","543,730","110,854","328,861","104,015","543,730","1,087,460","976,526",11,"194,895",1,0,Cause of large increase not clear,
9919,NBE,Newbridge,"NP11 5FH, UK",Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"46,820","7,505","11,159","65,484","46,820","7,505","11,159","65,484","130,968","132,092",-1,0,0,0,,
3074,NBY,Newbury,"RG14 5DG, UK",South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,NEWBURY BR,,,"154,142","312,955","313,256","780,353","154,142","312,955","313,256","780,353","1,560,706","1,494,430",4,"44,074",0,0,,
3071,NRC,Newbury Racecourse,"RG14 5ST, UK",South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,NEWBURY BR,,,"6,783","24,357","7,459","38,599","6,783","24,357","7,459","38,599","77,198","75,508",2,0,0,0,,
7728,NCL,Newcastle,"NE1 5DL, UK",North East,Tyne And Wear,Newcastle Upon Tyne,UKC2,Northumberland and Tyne and Wear,East Coast,,Tyne & Wear,,"714,947","2,632,195","506,096","3,853,238","714,947","2,632,195","506,096","3,853,238","7,706,476","7,500,338",3,"394,207",0,0,,
8808,NEW,Newcraighall,"EH21 6TT, UK",Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,,"39,762","36,914","18,837","95,513","39,762","36,914","18,837","95,513","191,026","182,802",4,0,0,0,,
5330,NVH,Newhaven Harbour,"BN9 0BB, UK",South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,NEWHAVEN BR,,,"5,508","7,529","9,360","22,397","5,508","7,529","9,360","22,397","44,794","45,644",-2,0,0,0,,
5331,NVN,Newhaven Town,"BN9 0DF, UK",South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,NEWHAVEN BR,,,"39,860","70,772","48,772","159,404","39,860","70,772","48,772","159,404","318,808","313,082",2,0,0,0,,
5175,NGT,Newington,"ME9 7LQ, UK",South East,Kent,Swale,UKJ4,Kent,Southeastern,,,,"12,699","14,548","40,675","67,922","12,699","14,548","40,675","67,922","135,844","135,438",0,0,0,0,,
7038,NMK,Newmarket,"CB8 9BB, UK",East,Suffolk,Forest Heath,UKH1,East Anglia,National Express East Anglia,,,,"33,828","44,892","37,467","116,187","33,828","44,892","37,467","116,187","232,374","197,924",17,0,1,0,Continues high growth from previous year,
7039,NWE,Newport (Essex),"CB11 3PL, UK",East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,"19,028","16,605","69,787","105,420","19,028","16,605","69,787","105,420","210,840","220,370",-4,0,0,0,,
3674,NWP,Newport (Gwent),"NP20 4AX, UK",Wales - Cymru,Newport - Casnewydd,Newport - Casnewydd,UKL2,East Wales,Arriva Trains Wales,,,,"344,490","552,034","240,442","1,136,966","344,490","552,034","240,442","1,136,966","2,273,932","2,291,040",-1,"561,248",0,0,,
3523,NQY,Newquay,"TR7 2NF, UK",South West,Cornwall And Isles Of Scilly,Restormel,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,"1,412","55,939",319,"57,670","1,412","55,939",319,"57,670","115,340","100,252",15,0,1,0,Likely partially caused by improved weekend service,http://en.wikipedia.org/wiki/Newquay_railway_station
1863,NSD,Newstead,"NG15 0BF, UK",East Midlands,Nottinghamshire,Gedling,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"8,634","5,356","3,385","17,375","8,634","5,356","3,385","17,375","34,750","31,748",9,0,0,0,,
9774,NTN,Newton,"G72 7TD, UK",Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"70,099","68,553","119,228","257,880","70,099","68,553","119,228","257,880","515,760","481,146",7,"56,081",0,0,,
3426,NTA,Newton Abbot,"TQ12 2JE, UK",South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,,"73,354","396,894","73,799","544,047","73,354","396,894","73,799","544,047","1,088,094","1,021,530",7,"306,918",0,0,,
7834,NAY,Newton Aycliffe,"DL5 7BG, UK",North East,Durham,Sedgefield,UKC1,Tees Valley and Durham,Northern Rail,,,,"22,517","6,293","2,988","31,798","22,517","6,293","2,988","31,798","63,596","59,636",7,0,0,0,,
2789,NWN,Newton For Hyde,"SK14 2PJ, UK",North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"18,300","39,139","33,062","90,501","18,300","39,139","33,062","90,501","181,002","168,330",8,0,0,0,,
5828,NTC,Newton St.Cyres,"EX5 5AP, UK",South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,,552,658,396,"1,606",552,658,396,"1,606","3,212","2,774",16,0,0,0,,
2257,NLW,Newton-Le-Willows,"WA12 9SF, UK",North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,,"78,936","143,295","100,278","322,509","78,936","143,295","100,278","322,509","645,018","604,120",7,"70,476",0,0,,
9571,NOA,Newton-On-Ayr,"KA8 9BP, UK",Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"10,594","6,233","3,851","20,678","10,594","6,233","3,851","20,678","41,356","40,842",1,0,0,0,,
8668,NWR,Newtonmore,"PH20 1AL, UK",Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"2,913","1,682",106,"4,701","2,913","1,682",106,"4,701","9,402","9,484",-1,0,0,0,,
4426,NWT,Newtown,"SY16 1BP, UK",Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,,"40,167","21,892","1,020","63,079","40,167","21,892","1,020","63,079","126,158","119,194",6,0,0,0,,
3895,NNP,Ninian Park,"CF11 8AH, UK",Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,,"23,104","2,122","9,743","34,969","23,104","2,122","9,743","34,969","69,938","67,782",3,0,0,0,,
9609,NIT,Nitshill,"G53 7NX, UK",Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"15,216","13,401","14,770","43,387","15,216","13,401","14,770","43,387","86,774","72,384",20,0,1,0,Continues high growth from previous year,
5568,NBT,Norbiton,"KT2 7AZ, UK",London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"273,388","311,185","629,004","1,213,577","273,388","311,185","629,004","1,213,577","2,427,154","2,348,180",3,0,0,0,,
5428,NRB,Norbury,"SW16 3RW, UK",London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station,"252,727","332,858","966,155","1,551,740","252,727","332,858","966,155","1,551,740","3,103,480","2,908,954",7,0,0,0,,http://en.wikipedia.org/wiki/Newquay_railway_station
5460,NSB,Normans Bay,"BN24 6PR, UK",South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southern,,,,"1,387","3,037","1,401","5,825","1,387","3,037","1,401","5,825","11,650","11,666",0,0,0,0,,
8528,NOR,Normanton,"WF6 2BG, UK",Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"34,942","38,732","31,272","104,946","34,942","38,732","31,272","104,946","209,892","212,654",-1,0,0,0,,
9358,NBW,North Berwick,"EH39 4BY, UK",Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,,"65,094","117,326","52,623","235,043","65,094","117,326","52,623","235,043","470,086","452,856",4,0,0,0,,
5636,NCM,North Camp,"GU12 5QA, UK",South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",First Great Western,,,,"47,585","79,299","59,119","186,003","47,585","79,299","59,119","186,003","372,006","367,340",1,0,0,0,,
5429,NDL,North Dulwich,"SE24 7BX, UK",London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station,"114,168","106,841","204,638","425,647","114,168","106,841","204,638","425,647","851,294","832,814",2,0,0,0,,
2455,NLR,North Llanrwst,"LL26 0EG, UK",Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,249,387,0,636,249,387,0,636,"1,272","1,236",3,0,0,0,,
9189,NQU,North Queensferry,"KY11 1JE, UK",Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,"17,355","37,459","11,512","66,326","17,355","37,459","11,512","66,326","132,652","137,820",-4,0,0,0,,
7895,NRD,North Road,"DL3 6ST, UK",North East,Darlington,Darlington,UKC1,Tees Valley and Durham,Northern Rail,,,,"9,570","1,915","5,022","16,507","9,570","1,915","5,022","16,507","33,014","25,216",31,0,1,0,Cause of large decrease not clear,
5601,NSH,North Sheen,"TW9 4QA, UK",London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"50,254","39,248","106,414","195,916","50,254","39,248","106,414","195,916","391,832","365,822",7,0,0,0,,
7308,NWA,North Walsham,"NR28 0DZ, UK",East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,,"38,226","62,452","10,392","111,070","38,226","62,452","10,392","111,070","222,140","215,874",3,0,0,0,,
1422,NWB,North Wembley,"HA9 7NT, UK",London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,"75,773","139,206","87,104","302,083","75,773","139,206","87,104","302,083","604,166","520,430",16,0,1,0,Ramp-up of demand on London Overground services,
7996,NTR,Northallerton,"DL7 8AN, UK",Yorkshire And The Humber,North Yorkshire,Hambleton,UKE2,North Yorkshire,First TransPennine Express,,,,"52,875","192,025","41,117","286,017","52,875","192,025","41,117","286,017","572,034","556,990",3,0,0,0,,
1069,NMP,Northampton,"NN1 1SP, UK",East Midlands,Northamptonshire,Northampton,UKF2,"Leicestershire, Rutland and Northamptonshire",London Midland Trains,,West Midlands,,"212,280","720,139","424,415","1,356,834","212,280","720,139","424,415","1,356,834","2,713,668","2,496,018",9,"5,891",0,0,,
1111,NFD,Northfield,"B31 2PY, UK",West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,"75,055","124,415","171,792","371,262","75,055","124,415","171,792","371,262","742,524","589,022",26,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 126,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
5120,NFL,Northfleet,"DA11 9DY, UK",South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,,"9,745","10,546","14,719","35,010","9,745","10,546","14,719","35,010","70,020","76,564",-9,0,0,0,,
1478,NLT,Northolt Park,"UB5 4NP, UK",London,Greater London,Ealing,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station,"27,025","21,411","36,774","85,210","27,025","21,411","36,774","85,210","170,420","168,890",1,0,0,0,,
6971,NUM,Northumberland Park,"N17 0HY, UK",London,Greater London,Haringey,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,"18,697","46,465","41,616","106,778","18,697","46,465","41,616","106,778","213,556","176,456",21,0,1,0,Continues high growth from previous year,
2326,NWI,Northwich,"CW9 5LY, UK",North West,Cheshire,Vale Royal,UKD2,Cheshire,Northern Rail,,,,"36,842","46,148","12,015","95,005","36,842","46,148","12,015","95,005","190,010","172,704",10,0,1,0,Continues high growth from previous year,
7309,NRW,Norwich,"NR1 1EF, UK",East,Norfolk,Norwich,UKH1,East Anglia,National Express East Anglia,,,,"423,873","1,304,747","213,881","1,942,501","423,873","1,304,747","213,881","1,942,501","3,885,002","3,749,474",4,"437,015",0,0,,
5376,NWD,Norwood Junction,"SE25 5AG, UK",London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station,"306,491","423,838","962,268","1,692,597","306,491","423,838","962,268","1,692,597","3,385,194","2,987,668",13,"1,167,456",1,0,Ramp-up of demand on London Overground services,
1826,NOT,Nottingham,"NG2 3AQ, UK",East Midlands,Nottingham,Nottingham,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"881,098","1,858,167","479,355","3,218,620","881,098","1,858,167","479,355","3,218,620","6,437,240","6,294,838",2,"451,114",0,0,,
1077,NUN,Nuneaton,"CV11 4BU, UK",West Midlands,Warwickshire,Nuneaton And Bedworth,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"186,646","203,868","107,744","498,258","186,646","203,868","107,744","498,258","996,516","969,254",3,"276,621",0,0,,
5068,NHD,Nunhead,"SE15 3XE, UK",London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,"97,242","104,490","326,688","528,420","97,242","104,490","326,688","528,420","1,056,840","1,012,106",4,0,0,0,,
7946,NNT,Nunthorpe,"TS7 0BL, UK",North East,Redcar And Cleveland,Redcar And Cleveland,UKC1,Tees Valley and Durham,Northern Rail,,,,"9,025","1,090","1,037","11,152","9,025","1,090","1,037","11,152","22,304","24,914",-10,0,1,0,Cause of large decrease not clear,
5262,NUT,Nutbourne,"PO18 8SH, UK",South East,West Sussex,Chichester,UKJ2,"Surrey, East & West Sussex",Southern,,,,"6,652","6,839","16,922","30,413","6,652","6,839","16,922","30,413","60,826","64,852",-6,0,0,0,,
5476,NUF,Nutfield,"RH1 5RR, UK",South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,,"10,561","13,554","30,112","54,227","10,561","13,554","30,112","54,227","108,454","99,230",9,0,0,0,,
4689,OKN,Oakengates,"TF2 6DH, UK",West Midlands,Telford And Wrekin,Telford And Wrekin,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,,"7,769","11,077","7,261","26,107","7,769","11,077","7,261","26,107","52,214","41,152",27,0,1,0,Cause of large increase not clear,
1904,OKM,Oakham,"LE15 6QT, UK",East Midlands,Rutland,Rutland,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,"29,414","55,456","14,556","99,426","29,414","55,456","14,556","99,426","198,852","214,922",-7,"4,932",0,0,,
6020,OKL,Oakleigh Park,"EN5 1BU, UK",London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"106,829","84,629","290,936","482,394","106,829","84,629","290,936","482,394","964,788","952,304",1,0,0,0,,
8725,OBN,Oban,"PA34 4LW, UK",Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,,"31,599","31,354",0,"62,953","31,599","31,354",0,"62,953","125,906","121,746",3,0,0,0,,
7451,OCK,Ockendon,"RM15 6PD, UK",East,Thurrock,Thurrock,UKH3,Essex,c2c,,,,"119,055","95,268","103,997","318,320","119,055","95,268","103,997","318,320","636,640","586,704",9,0,0,0,,
5310,OLY,Ockley,"RH5 5HT, UK",South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,,"6,258","4,280","11,041","21,579","6,258","4,280","11,041","21,579","43,158","46,852",-8,0,0,0,,
5786,OKE,Okehampton,"EX20 1EJ , UK",South West,Devon,West Devon,UKK4,Devon,First Great Western,,,,0,"1,763",0,"1,763",0,"1,763",0,"1,763","3,526","3,622",-3,0,0,0,,
4641,OHL,Old Hill,"B64 6PL, UK",West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,,"23,467","28,170","34,192","85,829","23,467","28,170","34,192","85,829","171,658","176,512",-3,0,0,0,,
2258,ORN,Old Roan,"L30 8RD, UK",North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,"107,126","191,733","108,807","407,666","107,126","191,733","108,807","407,666","815,332","863,568",-6,0,0,0,,
6003,OLD,Old Street,"EC1V 9NR, UK",London,Greater London,Hackney,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station,"191,396","189,399","287,566","668,361","191,396","189,399","287,566","668,361","1,336,722","1,434,785",-7,0,0,0,,
3219,OLF,Oldfield Park,"BA2 3RS, UK",South West,Bath And North East Somerset,Bath And North East Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"45,606","29,939","50,923","126,468","45,606","29,939","50,923","126,468","252,936","239,576",6,0,0,0,,
4533,OLT,Olton,"B92 7AR, UK",West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,,"46,164","62,707","70,267","179,138","46,164","62,707","70,267","179,138","358,276","364,646",-2,0,0,0,,
5021,ORE,Ore,"TN34 3ND, UK",South East,East Sussex,Hastings,UKJ2,"Surrey, East & West Sussex",Southern,,,,"10,797","10,730","34,702","56,229","10,797","10,730","34,702","56,229","112,458","126,558",-11,0,1,0,Cause of large decrease not clear,
2281,OMS,Ormskirk,"L39 2YN, UK",North West,Lancashire,West Lancashire,UKD4,Lancashire,Merseyrail,,,,"198,472","40,984","118,231","357,687","198,472","40,984","118,231","357,687","715,374","878,782",-19,"41,755",1,0,Likley to result from changing ticket purchase patterns not captured by current PTE infil methodology,
5122,ORP,Orpington,"BR6 0SX, UK",London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"402,389","686,137","1,464,046","2,552,572","402,389","686,137","1,464,046","2,552,572","5,105,144","5,069,038",1,"889,356",0,0,,
2259,ORR,Orrell,"WN5 8TH, UK",North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"15,486","27,312","13,181","55,979","15,486","27,312","13,181","55,979","111,958","101,358",10,0,1,0,Continues high growth from previous year,
2247,OPK,Orrell Park,"L9 8BU, UK",North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,"195,998","227,492","169,119","592,609","195,998","227,492","169,119","592,609","1,185,218","1,192,140",-1,0,0,0,,
5071,OTF,Otford,"TN14 5QY, UK",South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,,"35,903","65,234","91,331","192,468","35,903","65,234","91,331","192,468","384,936","389,958",-1,"37,815",0,0,,
7273,OUN,Oulton Broad North,"NR32 3LJ, UK",East,Suffolk,Waveney,UKH1,East Anglia,National Express East Anglia,,,,"17,989","33,113","8,381","59,483","17,989","33,113","8,381","59,483","118,966","113,582",5,0,0,0,,
7274,OUS,Oulton Broad South,"NR33 8QX, UK",East,Suffolk,Waveney,UKH1,East Anglia,National Express East Anglia,,,,"5,998","4,853",45,"10,896","5,998","4,853",45,"10,896","21,792","21,240",3,0,0,0,,
8309,OUT,Outwood,"WF1 2NX, UK",Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"60,023","34,222","86,425","180,670","60,023","34,222","86,425","180,670","361,340","354,792",2,0,0,0,,
2157,OVE,Overpool,"CH66 3LW, UK",North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,,,"55,861","1,334","2,084","59,279","55,861","1,334","2,084","59,279","118,558","123,462",-4,0,0,0,,
5526,OVR,Overton,"RG25 3JG, UK",South East,Hampshire,Basingstoke And Deane,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"15,185","18,664","50,209","84,058","15,185","18,664","50,209","84,058","168,116","164,110",2,0,0,0,,
